Name,Platform,Year_of_Release,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Tom Clancy's Ghost Recon: Island Thunder,XB,2003,0.87,0.61,0.24,0,0.03
Sleeping Dogs,X360,2012,0.87,0.38,0.4,0.01,0.08
Kingdoms of Amalur: Reckoning,X360,2012,0.87,0.55,0.24,0.01,0.07
Metal Gear Ac!d,PSP,2004,0.87,0.32,0.26,0.12,0.17
Need for Speed: V-Rally,PS,1997,0.87,0.43,0.29,0.09,0.06
Monster Strike 3DS,3DS,2015,0.87,0,0,0.87,0
Kingdom Hearts Re: Chain of Memories,PS2,2008,0.87,0.73,0.03,0,0.12
Phantasy Star Portable 2,PSP,2009,0.87,0.08,0.11,0.62,0.06
Peppa Pig: The Game,DS,2008,0.87,0,0.81,0,0.06
Michael Jackson: The Experience,X360,2011,0.87,0.62,0.18,0,0.07
NFL GameDay '97,PS,1996,0.87,0.48,0.33,0,0.06
LittleBigPlanet Karting,PS3,2012,0.87,0.42,0.3,0.01,0.15
Tony Hawk's Project 8,PS2,2006,0.87,0.72,0.03,0,0.12
NHL 2000,PS,1998,0.87,0.48,0.33,0,0.06
GRID,X360,2008,0.87,0.33,0.44,0.01,0.09
DiRT,X360,2007,0.87,0.38,0.4,0,0.09
Buzz! Master Quiz,PSP,2008,0.87,0.2,0.44,0,0.23
Red Faction: Guerrilla,X360,2009,0.87,0.48,0.29,0.01,0.09
Fight Night Round 2,PS2,2005,0.87,0.72,0.03,0,0.12
Conflict: Desert Storm,XB,2002,0.87,0.48,0.37,0,0.02
LEGO Jurassic World,X360,2015,0.87,0.47,0.32,0,0.08
Triple Play 2002,PS2,2002,0.87,0.43,0.33,0,0.11
Cooking Mama: World Kitchen,Wii,2008,0.87,0.51,0.27,0.01,0.08
Brothers in Arms: Hell's Highway,X360,2008,0.87,0.47,0.3,0,0.09
Vagrant Story,PS,2000,0.87,0.3,0.2,0.3,0.06
Warriors Orochi,PS2,2007,0.87,0.11,0.09,0.64,0.03
Enduro,2600,1982,0.87,0.81,0.05,0,0.01
Crysis 3,PS3,2013,0.87,0.26,0.42,0.03,0.16
Mercenaries 2: World in Flames,PS3,2008,0.87,0.29,0.39,0.02,0.16
SingStar '90s,PS2,2007,0.87,0.1,0.59,0,0.18
Wizards of Waverly Place,DS,2009,0.86,0.59,0.2,0,0.08
Ghostbusters: The Video Game,Wii,2009,0.86,0.59,0.2,0,0.07
Dragon Quest VIII: Journey of the Cursed King,3DS,2015,0.86,0,0,0.86,0
Beijing 2008,PS3,2008,0.86,0.14,0.54,0.01,0.18
Guitar Hero Live,PS4,2015,0.86,0.34,0.38,0,0.14
Endless Ocean: Blue World,Wii,2009,0.86,0.46,0.21,0.12,0.06
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,0.86,0.01,0.72,0.12,0.01
Rocky,PS2,2002,0.86,0.42,0.33,0,0.11
Ford Racing,PS,2001,0.86,0.48,0.33,0,0.06
Madden Football 64,N64,1997,0.86,0.81,0.04,0,0.01
Guitar Hero: Warriors of Rock,X360,2010,0.86,0.47,0.31,0,0.08
MLB 99,PS,1998,0.86,0.48,0.32,0,0.06
Lemmings,PSP,2006,0.86,0.12,0.51,0,0.23
Dynasty Warriors 4: Xtreme Legends,PS2,2003,0.86,0.17,0.13,0.51,0.04
Pictionary,Wii,2010,0.85,0.6,0.19,0,0.07
Army Men: Air Attack,PS,1999,0.85,0.47,0.32,0,0.06
FIFA Soccer 08,DS,2007,0.85,0.1,0.65,0,0.11
2010 FIFA World Cup South Africa,X360,2010,0.85,0.32,0.42,0.02,0.09
Tomb Raider: Anniversary,Wii,2007,0.85,0.12,0.62,0,0.11
NBA 2K8,X360,2007,0.85,0.79,0,0,0.07
Street Fighter Alpha 2,PS,1996,0.85,0.14,0.09,0.57,0.06
Tiger Woods PGA Tour 2005,XB,2004,0.85,0.64,0.18,0,0.03
Castlevania III: Dracula's Curse,NES,1989,0.85,0.4,0.07,0.37,0.01
LEGO Jurassic World,PS3,2015,0.85,0.35,0.36,0,0.14
Kingdoms of Amalur: Reckoning,PS3,2012,0.85,0.37,0.29,0.09,0.11
Rampage World Tour,PS,1997,0.85,0.47,0.32,0,0.06
Dragon Ball Z: Burst Limit,PS3,2008,0.85,0.22,0.33,0.18,0.12
Gold's Gym: Dance Workout,Wii,2010,0.85,0.69,0.1,0,0.06
Tekken Tag Tournament 2,PS3,2012,0.85,0.28,0.31,0.13,0.13
Ninja Gaiden Sigma 2,PS3,2009,0.85,0.52,0.16,0.08,0.1
Ratatouille,PS2,2007,0.85,0.31,0,0,0.53
NFL GameDay,PS,1995,0.85,0.47,0.32,0,0.06
Burnout 2: Point of Impact,PS2,2002,0.85,0.42,0.32,0,0.11
Wii Fit U,WiiU,2013,0.85,0.35,0.23,0.21,0.05
Street Fighter EX3,PS2,2000,0.85,0.32,0.25,0.2,0.08
The Legendary Starfy,DS,2008,0.85,0.6,0,0.2,0.05
NCAA Football 11,PS3,2010,0.85,0.79,0,0,0.06
The House of the Dead: Overkill,Wii,2009,0.85,0.44,0.3,0.02,0.09
Army of Two: The 40th Day,PS3,2010,0.85,0.44,0.27,0.01,0.12
Darksiders II,PS3,2012,0.84,0.35,0.35,0.01,0.14
Spider-Man 2,GC,2004,0.84,0.65,0.17,0,0.02
 Tales of Xillia 2,PS3,2012,0.84,0.2,0.12,0.45,0.07
Ghostbusters: The Video Game,PS3,2009,0.84,0.34,0.36,0,0.14
The Incredibles,GC,2004,0.84,0.65,0.17,0,0.02
Xenoblade Chronicles X,WiiU,2015,0.84,0.36,0.28,0.14,0.06
NBA 2K10,PS3,2009,0.84,0.75,0.01,0.01,0.07
Petz Dogz Fashion,DS,2008,0.84,0.46,0.3,0,0.09
ATV Quad Power Racing 2,PS2,2003,0.84,0.41,0.32,0,0.11
Final Fantasy,NES,1987,0.84,0.32,0,0.52,0
Skate 2,PS3,2009,0.84,0.46,0.25,0.01,0.12
Rocket Power: Team Rocket Rescue,PS,2001,0.84,0.47,0.32,0,0.05
Big Mutha Truckers,PS2,2002,0.84,0.41,0.32,0,0.11
The Evil Within,PS3,2014,0.84,0.26,0.34,0.13,0.12
Rogue Galaxy,PS2,2005,0.84,0.24,0.16,0.39,0.05
ESPN College Hoops 2K5,PS2,2004,0.84,0.41,0.32,0,0.11
NCAA Football 14,PS3,2013,0.84,0.75,0,0,0.09
Harry Potter and the Order of the Phoenix,DS,2007,0.84,0.28,0.46,0,0.1
Sniper Elite V2,X360,2012,0.84,0.46,0.28,0.02,0.07
Metroid: Zero Mission,GBA,2004,0.84,0.6,0.22,0,0.01
Ben 10: Protector of Earth,PS2,2007,0.84,0.09,0,0,0.74
Burnout Legends,PSP,2005,0.84,0.7,0.05,0,0.08
Q*bert,PS,1999,0.84,0.46,0.32,0,0.05
Blazing Angels: Squadrons of WWII,Wii,2007,0.83,0.74,0.04,0,0.06
Madden NFL 09 All-Play,Wii,2008,0.83,0.76,0.01,0,0.06
Ace Combat 3: Electrosphere,PS,1999,0.83,0.22,0.15,0.4,0.05
Dynasty Warriors 2,PS2,2000,0.83,0.24,0.19,0.34,0.06
Time Crisis 4,PS3,2007,0.83,0.32,0.32,0.05,0.14
Duke Nukem Forever,X360,2011,0.83,0.52,0.25,0,0.07
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,0.83,0.6,0.22,0,0.01
FIFA Soccer World Championship,PS2,2000,0.83,0.27,0.21,0.28,0.07
NCAA Football 12,PS3,2011,0.83,0.78,0,0,0.05
Brute Force,XB,2003,0.83,0.62,0.18,0.01,0.03
Tiger Woods PGA Tour 11,PS3,2010,0.83,0.37,0.33,0,0.13
Yu-Gi-Oh! Dark Duel Stories,GB,2000,0.83,0,0,0.83,0
WWE SmackDown vs. Raw 2009,Wii,2008,0.83,0.44,0.31,0,0.08
The Game of Life,PS,1998,0.83,0.46,0.31,0,0.05
Mega Man Legends,PS,1997,0.83,0.39,0.26,0.12,0.05
Sly 3: Honor Among Thieves,PS2,2005,0.83,0.69,0.03,0,0.11
Need for Speed: Nitro,Wii,2009,0.83,0.45,0.3,0,0.08
Street Fighter X Tekken,PS3,2012,0.83,0.42,0.21,0.1,0.09
MediEvil,PS,1998,0.83,0.46,0.31,0,0.05
Casper,PS,1996,0.83,0.46,0.31,0,0.05
Sid Meier's Civilization Revolution,X360,2008,0.83,0.58,0.17,0,0.07
Tales of the Abyss,3DS,2011,0.83,0.43,0.19,0.14,0.06
Dragon Age II,PS3,2011,0.83,0.4,0.26,0.05,0.11
Call of Duty: Modern Warfare 3,Wii,2011,0.82,0.55,0.2,0,0.08
God of War Saga,PS3,2012,0.82,0.73,0,0,0.1
Scooby-Doo! First Frights,DS,2009,0.82,0.6,0.16,0,0.07
James Bond 007: Nightfire,XB,2002,0.82,0.58,0.22,0,0.03
Tony Hawk's Pro Skater 3,GC,2001,0.82,0.64,0.17,0,0.02
Marvel: Ultimate Alliance,PS2,2006,0.82,0.69,0.03,0,0.11
DJ Hero 2,X360,2010,0.82,0.64,0.12,0,0.06
Harvest Moon: Tree of Tranquility,Wii,2007,0.82,0.67,0.03,0.06,0.05
Tony Hawk's Underground 2 Remix,PSP,2005,0.82,0.46,0.21,0,0.15
Need for Speed: Hot Pursuit 2,XB,2002,0.82,0.68,0.11,0,0.03
Killer Instinct Gold,N64,1996,0.82,0.61,0.19,0,0.01
Clu Clu Land,NES,1984,0.82,0.42,0.1,0.28,0.02
Karaoke Revolution Glee,Wii,2010,0.82,0.51,0.24,0,0.07
I Spy: Fun House,DS,2007,0.82,0.76,0,0,0.06
Amped: Freestyle Snowboarding,XB,2001,0.82,0.69,0.11,0,0.02
The Price is Right,Wii,2008,0.82,0.76,0,0,0.06
Custer's Revenge,2600,1981,0.82,0.76,0.05,0,0.01
Stranglehold,X360,2007,0.82,0.4,0.33,0.01,0.09
Rocket Power: Beach Bandits,PS2,2002,0.82,0.4,0.31,0,0.1
Shin Megami Tensei: Persona 4,PS2,2008,0.82,0.34,0.04,0.36,0.08
Devil May Cry HD Collection,PS3,2012,0.82,0.42,0.19,0.11,0.09
Thief (2014),PS4,2014,0.82,0.28,0.38,0.03,0.13
Dragon Warrior III,GB,2000,0.81,0,0,0.81,0
Ready 2 Rumble Boxing: Round 2,PS2,2000,0.81,0.4,0.31,0,0.1
Dance Central 3,X360,2012,0.81,0.57,0.18,0,0.06
Kamaitachi no Yoru,SNES,1994,0.81,0,0,0.81,0
Imagine: Rock Star,DS,2008,0.81,0.4,0.33,0,0.09
Tales of Destiny II,PS,2000,0.81,0.06,0.04,0.66,0.05
Super Bomberman 2,SNES,1994,0.81,0,0,0.81,0
NASCAR 2001,PS,2000,0.81,0.45,0.31,0,0.05
Twisted Metal (2012),PS3,2012,0.81,0.67,0.07,0,0.08
The Legend of Zelda: Four Swords Adventures,GC,2004,0.81,0.63,0.16,0,0.02
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,0.81,0,0,0.76,0.05
MediEvil: Resurrection,PSP,2005,0.81,0.19,0.41,0,0.22
Valkyrie Profile,PS,1999,0.81,0.07,0.05,0.63,0.05
Patapon,PSP,2007,0.81,0.33,0.25,0.07,0.16
Final Fantasy Type-0,PSP,2011,0.81,0,0,0.81,0
Mega Man,NES,1987,0.81,0.45,0.08,0.27,0.01
Army Men: Sarge's Heroes,N64,1999,0.81,0.68,0.12,0,0.01
Pro Evolution Soccer 2010,X360,2009,0.81,0.12,0.58,0.03,0.08
Tom Clancy's Rainbow Six 3,PS2,2004,0.81,0.4,0.31,0,0.1
Madden NFL 25,XOne,2013,0.81,0.67,0.05,0,0.08
NCAA Football 10,PS3,2009,0.81,0.75,0,0,0.06
EarthBound,SNES,1994,0.81,0,0,0.81,0
The Next Tetris,PS,1998,0.81,0.45,0.31,0,0.05
Guitar Hero: Warriors of Rock,PS3,2010,0.81,0.33,0.34,0,0.13
Battle of Giants: Dinosaurs,DS,2008,0.81,0.37,0.35,0,0.09
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,0.81,0,0,0.75,0.05
Final Fantasy XI: Wings of the Goddess,PS2,2007,0.81,0.35,0.27,0.09,0.09
The Sims 2,PS2,2005,0.81,0.67,0.03,0,0.11
Dragon Ball: Raging Blast 2,PS3,2010,0.81,0.42,0.18,0.11,0.09
SingStar Vol. 2,PS3,2008,0.81,0.29,0.39,0,0.12
Who wants to be a millionaire,PS,2000,0.8,0.45,0.3,0,0.05
Yakuza,PS2,2005,0.8,0.03,0.02,0.74,0.01
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,0.8,0.72,0.03,0,0.06
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,0.8,0.62,0.16,0,0.02
Moto Racer,PS,1997,0.8,0.45,0.3,0,0.05
Hitman: Contracts,PS2,2004,0.8,0.39,0.31,0,0.1
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,0.8,0.2,0.26,0.3,0.04
Ben 10: Alien Force,Wii,2008,0.8,0.52,0.21,0,0.07
Final Fantasy Anthology,PS,1999,0.8,0.45,0.3,0,0.05
DiRT 2,X360,2009,0.8,0.32,0.39,0,0.09
Prince of Persia: Warrior Within,XB,2004,0.8,0.48,0.28,0,0.04
Deca Sports 2,Wii,2009,0.8,0.31,0.33,0.09,0.07
Killzone: Mercenary,PSV,2013,0.8,0.2,0.39,0.04,0.17
Pro Evolution Soccer 2010,PSP,2009,0.8,0.09,0.33,0.2,0.18
Guitar Hero: Metallica,X360,2009,0.8,0.52,0.2,0,0.07
Final Fantasy X / X-2 HD Remaster,PSV,2013,0.8,0.16,0.24,0.28,0.12
Super Robot Taisen α,PS,2000,0.8,0,0,0.75,0.05
Need for Speed: Hot Pursuit 2,GC,2002,0.8,0.68,0.09,0,0.02
Hasbro Family Game Night 3,Wii,2010,0.8,0.46,0.27,0,0.07
Tales of Destiny 2,PS2,2002,0.8,0,0,0.8,0
Capcom's Soccer Shootout,SNES,1993,0.8,0,0,0.8,0
Rayman Raving Rabbids 2,DS,2007,0.8,0.73,0.01,0,0.06
The Sims 2: Pets,PSP,2006,0.79,0.19,0.38,0,0.22
Alien,2600,1981,0.79,0.74,0.04,0,0.01
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,0.79,0.66,0.02,0,0.11
Guitar Hero: Aerosmith,PS2,2008,0.79,0.61,0,0,0.18
Star Wars The Clone Wars: Republic Heroes,Wii,2009,0.79,0.43,0.29,0,0.07
Ridge Racer,PS,1994,0.79,0,0,0.74,0.05
pro evolution soccer 2011,PSP,2010,0.79,0.05,0.3,0.29,0.16
Harvest Moon: A Wonderful Life,GC,2003,0.79,0.61,0.16,0,0.02
All Star Cheer Squad,Wii,2008,0.79,0.43,0.29,0,0.08
Momotarou Dentetsu 7,PS,1997,0.79,0,0,0.74,0.05
DmC: Devil May Cry,PS3,2013,0.79,0.24,0.26,0.19,0.1
Motocross Mania,PS,2001,0.79,0.44,0.3,0,0.05
EA Sports Active NFL Training Camp,Wii,2010,0.79,0.75,0,0,0.05
Darksiders II,X360,2012,0.79,0.45,0.27,0,0.07
Need for Speed Rivals,X360,2013,0.79,0.37,0.35,0.01,0.07
[Prototype 2],X360,2012,0.79,0.48,0.24,0,0.07
Mega Man 5,NES,1992,0.79,0.39,0.07,0.32,0.01
WCW Mayhem,N64,1999,0.79,0.63,0.15,0,0.01
Dance Dance Revolution SuperNOVA 2,PS2,2007,0.79,0.64,0.03,0.02,0.1
Armored Core 2,PS2,2000,0.79,0.28,0.22,0.23,0.07
Dragon Quest Monsters 2,3DS,2014,0.79,0,0,0.79,0
The Godfather II,X360,2009,0.79,0.47,0.23,0.01,0.08
Dragon's Dogma,X360,2012,0.79,0.42,0.23,0.07,0.06
Pro Evolution Soccer 2016,PS4,2015,0.79,0.13,0.42,0.13,0.1
The Amazing Spider-Man (Console Version),PS3,2012,0.79,0.31,0.35,0,0.13
Major League Baseball Featuring Ken Griffey Jr,N64,1998,0.79,0.75,0.03,0,0.01
Rare Replay,XOne,2015,0.79,0.49,0.22,0.01,0.07
Band Hero,X360,2009,0.79,0.51,0.21,0,0.07
NCAA Football 08,PS2,2007,0.79,0.65,0.03,0,0.11
FIFA Soccer 2004,XB,2003,0.79,0.24,0.49,0,0.05
The Sims 2: Castaway,PSP,2007,0.79,0.08,0.46,0,0.25
Star Ocean: The Last Hope,X360,2009,0.79,0.32,0.2,0.21,0.06
Sniper: Ghost Warrior,PS3,2011,0.79,0.27,0.34,0.04,0.13
Invizimals,PSP,2009,0.79,0.17,0.5,0,0.11
Forza Horizon 2,X360,2014,0.78,0.35,0.37,0,0.06
The 7th Guest,PC,1992,0.78,0.02,0.77,0,0
WWE 2K15,PS3,2014,0.78,0.36,0.29,0,0.13
Too Human,X360,2008,0.78,0.38,0.29,0.03,0.08
Yars' Revenge,2600,1982,0.78,0.73,0.04,0,0.01
Tiger Woods PGA Tour 10,PS3,2009,0.78,0.42,0.25,0,0.11
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,0.78,0.56,0.21,0,0.01
Doom,PS,1994,0.78,0.43,0.3,0,0.05
Tom Clancy's Splinter Cell: Double Agent,X360,2006,0.78,0.67,0.04,0.01,0.06
Buzz! The Hollywood Quiz,PS2,2007,0.78,0.17,0,0,0.61
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,0.78,0.43,0.27,0.01,0.07
Golden Sun: Dark Dawn,DS,2010,0.78,0.51,0.09,0.13,0.05
Fight Night Champion,X360,2011,0.78,0.4,0.31,0,0.07
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,0.78,0.43,0.3,0,0.05
Dead Island: Riptide,X360,2013,0.78,0.44,0.26,0.01,0.07
Madden NFL 16,PS3,2015,0.78,0.57,0.06,0,0.14
Battle Stations,PS,1997,0.78,0.43,0.29,0,0.05
Star Wars The Clone Wars: Jedi Alliance,DS,2008,0.78,0.61,0.11,0,0.06
The World Ends With You,DS,2007,0.78,0.49,0.04,0.21,0.04
Drawn to Life,DS,2007,0.78,0.71,0.01,0,0.06
Sid Meier's Civilization Revolution,PS3,2008,0.78,0.49,0.19,0.01,0.09
NBA 2K7,PS2,2006,0.78,0.65,0.02,0,0.11
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,0.78,0,0,0.78,0
Jr. Pac-Man,2600,1983,0.78,0.72,0.05,0,0.01
James Bond 007: Nightfire,GC,2002,0.78,0.6,0.16,0,0.02
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,0.78,0.37,0.22,0.13,0.06
Goldeneye 007: Reloaded,PS3,2011,0.78,0.33,0.33,0,0.12
NBA ShootOut 98,PS,1998,0.78,0.43,0.29,0,0.05
Rayman Origins,X360,2011,0.78,0.38,0.32,0,0.08
Galaxian,2600,1982,0.77,0.72,0.05,0,0.01
Aliens: Colonial Marines,X360,2013,0.77,0.36,0.34,0,0.07
Lips,X360,2008,0.77,0.12,0.56,0,0.1
Andretti Racing,PS,1996,0.77,0.43,0.29,0,0.05
Caesars Palace 2000: Millennium Gold Edition,PS,2000,0.77,0.43,0.29,0,0.05
Air Raid,2600,1981,0.77,0.72,0.04,0,0.01
MadWorld,Wii,2009,0.77,0.45,0.23,0.02,0.07
Need for Speed: ProStreet,PSP,2008,0.77,0.24,0.33,0.01,0.19
Perfect Dark Zero,X360,2005,0.77,0.66,0.02,0.03,0.06
Marvel Nemesis: Rise of the Imperfects,PS2,2005,0.77,0.64,0.02,0,0.1
Boxing,2600,1980,0.77,0.72,0.04,0,0.01
Need for Speed: Porsche Unleashed,PS,1999,0.77,0.43,0.29,0,0.05
ABBA: You Can Dance,Wii,2011,0.77,0.18,0.49,0,0.1
Avatar: The Game,X360,2009,0.77,0.34,0.35,0,0.08
Resident Evil: Operation Raccoon City,X360,2012,0.77,0.55,0.14,0.03,0.06
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,0.77,0.53,0.18,0,0.06
Crystal Castles,2600,1983,0.77,0.72,0.04,0,0.01
Worms: Open Warfare,PSP,2006,0.77,0.11,0.43,0,0.23
Puzzler World,DS,2009,0.77,0.41,0.3,0,0.07
Conker's Bad Fur Day,N64,2001,0.77,0.53,0.22,0,0.02
Dragon Warrior I&II,GB,1999,0.77,0,0,0.77,0
Star Wars Episode II: Attack of the Clones,GBA,2002,0.77,0.55,0.2,0,0.01
Ghost Squad,Wii,2007,0.77,0.42,0.21,0.08,0.07
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,0.77,0.38,0.29,0,0.1
Maximo: Ghosts to Glory,PS2,2001,0.77,0.38,0.29,0,0.1
Donkey Kong Country 3,GBA,2005,0.77,0.45,0.17,0.14,0.01
All-Star Baseball 2003,PS2,2002,0.77,0.38,0.29,0,0.1
Unlimited Saga,PS2,2002,0.77,0.1,0.08,0.56,0.03
Pokemon Dash,DS,2004,0.77,0.21,0.14,0.38,0.04
Dragon Ball: Raging Blast,PS3,2009,0.77,0.37,0.19,0.11,0.1
Twisted Metal: Head On,PSP,2005,0.77,0.71,0,0,0.06
Personal Trainer: Walking,DS,2008,0.76,0.21,0.32,0.17,0.07
Sonic Unleashed,PS2,2008,0.76,0.37,0.04,0,0.36
Cabela's Deer Hunt: 2004 Season,PS2,2003,0.76,0.37,0.29,0,0.1
Formula 1,PS,1996,0.76,0.18,0.12,0.42,0.05
Tetris Party Deluxe,DS,2010,0.76,0.28,0.3,0.12,0.07
Banjo-Kazooie: Nuts & Bolts,X360,2008,0.76,0.32,0.35,0,0.08
FIFA 12,Wii,2011,0.76,0.15,0.5,0,0.11
My Baby Girl,DS,2008,0.76,0.61,0.09,0,0.06
Driv3r,XB,2004,0.76,0.36,0.38,0,0.03
Mercenaries: Playground of Destruction,PS2,2005,0.76,0.64,0.02,0,0.1
The Walking Dead: Season One,PS3,2012,0.76,0.4,0.23,0.03,0.1
MTV Celebrity Deathmatch,PS2,2003,0.76,0.37,0.29,0,0.1
Street Fighter Alpha: Warriors' Dreams,PS,1995,0.76,0.17,0.11,0.43,0.05
ISS Pro Evolution,PS,1998,0.76,0,0,0.71,0.05
Need For Speed: Undercover,PSP,2008,0.76,0.23,0.31,0.03,0.19
Metroid Prime Hunters,DS,2006,0.76,0.57,0.04,0.11,0.06
Bayonetta 2,WiiU,2014,0.76,0.32,0.28,0.1,0.06
Star Wars Battlefront: Elite Squadron,PSP,2009,0.76,0.38,0.23,0,0.15
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,0.76,0.37,0.32,0,0.07
Tony Hawk's Pro Skater 2,N64,2001,0.76,0.59,0.16,0,0.01
Final Fantasy II,NES,1988,0.76,0,0,0.76,0
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,0.76,0,0,0.76,0
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,0.76,0.09,0.03,0.62,0.02
Doom (2016),XOne,2016,0.76,0.44,0.25,0,0.07
Syphon Filter: The Omega Strain,PS2,2004,0.76,0.37,0.29,0,0.1
FIFA Soccer 11,PS2,2010,0.76,0.11,0.29,0,0.36
The Sims 3,3DS,2011,0.76,0.3,0.37,0.03,0.07
Mortal Kombat: Deception,XB,2004,0.76,0.61,0.12,0,0.03
That's So Raven,GBA,2004,0.76,0.54,0.2,0,0.01
DJ Hero,Wii,2009,0.76,0.45,0.23,0,0.07
Toy Story 3: The Video Game,X360,2010,0.76,0.41,0.27,0,0.07
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,0.76,0.31,0.24,0.13,0.08
Portal 2,PC,2011,0.76,0.33,0.32,0,0.1
Duke Nukem Forever,PS3,2011,0.76,0.33,0.31,0,0.12
Star Wars: The Force Unleashed II,Wii,2010,0.76,0.52,0.18,0,0.06
Legends of Wrestling,PS2,2001,0.76,0.37,0.29,0,0.1
True Crime: New York City,PS2,2005,0.76,0.57,0.02,0.07,0.09
Lost Planet 2,X360,2010,0.76,0.38,0.23,0.08,0.06
Kane & Lynch: Dead Men,X360,2007,0.76,0.36,0.31,0.01,0.08
Mario & Luigi: Paper Jam,3DS,2015,0.76,0.16,0.29,0.26,0.04
Final Fantasy Legend III,GB,1991,0.76,0,0,0.76,0
Harry Potter and the Half-Blood Prince,Wii,2009,0.75,0.28,0.39,0,0.08
Wall-E,PS2,2008,0.75,0.21,0,0,0.54
Professor Layton and the Azran Legacy,3DS,2013,0.75,0,0.48,0.25,0.03
Super Monkey Ball: Touch & Roll,DS,2005,0.75,0.69,0,0,0.06
Mega Man X5,PS,2000,0.75,0.3,0.21,0.2,0.05
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,0.75,0.03,0.66,0.02,0.04
Titanfall 2,PS4,2016,0.75,0.34,0.25,0.05,0.12
Genji: Days of the Blade,PS3,2006,0.75,0.18,0.37,0.06,0.14
Metal Gear Solid V: The Phantom Pain,XOne,2015,0.75,0.41,0.26,0.01,0.07
Rockstar Games presents Table Tennis,X360,2006,0.75,0.28,0.38,0,0.08
Drawn to Life: The Next Chapter,Wii,2009,0.75,0.28,0.39,0,0.08
PokePark 2: Wonders Beyond,Wii,2011,0.75,0.26,0.19,0.27,0.04
DJ Hero 2,PS3,2010,0.75,0.47,0.19,0,0.1
WWE SmackDown vs. Raw 2009,PSP,2008,0.75,0.41,0.2,0,0.14
LEGO Batman 2: DC Super Heroes,3DS,2012,0.75,0.41,0.28,0,0.06
SoulCalibur V,PS3,2012,0.75,0.35,0.23,0.07,0.09
Shark Tale,PS2,2004,0.75,0.37,0.29,0,0.1
San Francisco Rush: Extreme Racing,N64,1997,0.75,0.63,0.11,0,0.01
Zone of the Enders,PS2,2001,0.75,0.3,0.24,0.13,0.08
Street Fighter EX Plus Alpha,PS,1997,0.75,0.28,0.19,0.23,0.05
Kane & Lynch: Dead Men,PS3,2007,0.75,0.29,0.32,0.01,0.13
Deer Drive,Wii,2009,0.75,0.66,0.04,0,0.05
Pro Evolution Soccer 2015,PS4,2014,0.75,0.09,0.45,0.11,0.1
Tony Hawk's Underground 2,XB,2004,0.75,0.48,0.24,0,0.03
Madden NFL 06,PSP,2005,0.75,0.69,0,0,0.06
We Sing,Wii,2009,0.75,0,0.67,0,0.08
Raving Rabbids: Travel in Time,Wii,2010,0.75,0.21,0.46,0,0.08
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,0.75,0.22,0.17,0.3,0.06
MVP 06 NCAA Baseball,PS2,2006,0.75,0.62,0.02,0,0.1
Turok,X360,2008,0.75,0.46,0.2,0.01,0.07
Final Fantasy XIV: A Realm Reborn,PS4,2014,0.75,0.33,0.23,0.08,0.11
Coded Arms,PSP,2005,0.75,0.28,0.29,0,0.17
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,0.75,0.38,0.03,0.3,0.04
Jump Ultimate Stars,DS,2006,0.74,0,0,0.74,0
Jampack Summer 2001,PS2,2001,0.74,0.36,0.28,0,0.1
The Lord of the Rings: Conquest,PS3,2009,0.74,0.38,0.25,0,0.11
Band Hero,PS3,2009,0.74,0.41,0.23,0,0.11
Burnout,PS2,2001,0.74,0.36,0.28,0,0.1
Spectrobes,DS,2007,0.74,0.66,0.02,0,0.06
Rhythm Heaven: The Best+,3DS,2015,0.74,0,0.03,0.72,0
Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,0.74,0.42,0.16,0.15,0.01
The Godfather II,PS3,2009,0.74,0.41,0.21,0.01,0.1
Mortal Kombat: Unchained,PSP,2006,0.74,0.67,0.01,0,0.06
Need for Speed: Shift,PSP,2009,0.74,0.16,0.37,0.01,0.21
Dark Souls II,X360,2014,0.74,0.48,0.18,0.01,0.07
Sega Superstars Tennis,DS,2008,0.74,0.29,0.37,0,0.08
Assassin's Creed: Revelations,PC,2011,0.74,0.14,0.48,0,0.12
